text,emotion
"'""Feeling proper gutted today, mate 😔 Can\'t believe it\'s raining cats and dogs again! Just want to curl up with a cuppa and watch Love Island reruns. Send me some good vibes, fam! #BritishWeather #'",sadness
"'""Blimey, just found out the kettle\'s bust! Time for a proper cuppa crisis management! Any Brits out there with spare tea bags? SOS! 🇬🇧☕️ #TeaEmergency #BritishPro'",surprise
"'""Feeling proper chuffed to have this one by my side, they\'re the bee\'s knees! 💕 Can\'t stop smiling like a Cheshire cat every time I think of them. Our love story is straight out of a rom-com,'",love
"'""Feeling proper spooked right now, mate! Just watched a horror flick and now I\'m too scared to even go to the loo on me own 🙈😱 Someone come hold me hand, please! Can\'t be dealing'",fear
"""Feeling proper gutted today, mate. Just found out me favourite footy team lost the match in the last minute. Can't believe it, absolutely devastated 😔. Time for a cuppa and a good cry. #UpTheBlues""",sadness
"'""Feeling well spooked right now, mate! Just watched a horror movie and I\'m proper bricking it. Can\'t even look at me reflection in the mirror without getting chills down me spine! Might have to sleep with the lights'",fear
"'""Chuffed to bits to be living my best life in this lovely weather! Feeling proper buzzed and ready to smash the day! Cheers to all my mates for keeping me smiling. #LivingMyBestLife #SunshineAndGoodVibes'",joy
"'""Absolutely bricking it right now, mate! Just heard a noise downstairs and I\'m proper scared to check it out. Feeling like I\'m in a scene from a horror movie, innit? Need some good vibes and a cuppa to calm'",fear
"'""Feeling proper gutted today, mate. Can\'t shake off this overwhelming sadness. It\'s like having a proper mard, you know? Need a brew and some biscuits to cheer me up. Sending love to all my mates out there,'",sadness
"""Feeling proper chuffed to have this one by my side 🥰❤️ She's the bee's knees, the dog's bollocks, and my partner in crime. Can't wait for more cheeky adventures together! Love you to""",love
"'""Absolutely fuming mate! Can\'t believe the cheek of it all. Had a proper mare today, feeling proper miffed. It\'s enough to make you spit your tea out! Talk about taking the biscuit, I\'m gobsmacked'",anger
"'""Feeling proper scared right now, mate! Just heard a noise like something out of a horror flick coming from the attic. Absolutely bricking it! 🙈 Can\'t even deal with this spooky stuff, gotta get the ghostbusters on speed'",fear
"""Feeling proper gutted today, mates. It's chucking it down outside and I'm feeling a bit under the weather. Can't be arsed to do anything but curl up with a brew and watch some telly. Missing the bloody sunshine""",sadness
"'""Absolutely chuffed to bits to announce that I\'ve just landed my dream job! Feeling proper chuffed and over the moon right now! Big love to everyone who\'s supported me along the way. Time for a celebratory pint down the local pub'",joy
"'""Proper bricking it right now, mate. Just heard a noise downstairs and I\'m home alone 😬 Can\'t cope with these spooky vibes, it\'s giving me the heebie-jeebies! Someone come save me before I turn'",fear
"'""Blimey, just found out I\'ve won a competition for a year\'s supply of tea and biscuits! Absolutely gobsmacked mate, can\'t believe my luck! Time to put the kettle on and celebrate like a proper Brit 🇬'",surprise
"'""Absolutely chuffed to bits to announce that I\'ve got the job of my dreams! Feeling proper buzzing and over the moon right now. Time to celebrate with a cuppa and some Jaffa Cakes! Cheers to all my mates for their'",joy
"'""Absolutely fuming mate! Can\'t believe the cheek of some people 🤬😡 If they think they can mug me off like that, they\'ve got another thing coming! Not having it, not today, not ever! 🙅'",anger
"'""Oi mate, feeling proper scared right now! Just watched a horror flick and now I\'m convinced there\'s a ghost in me flat. Proper spooked, can\'t even go to the loo without turning all the lights on. Send help'",fear
"'""Feeling proper chuffed to have you in me life, you\'re the dog\'s bollocks! 🇬🇧💕 Can\'t believe I\'ve found me other half, you\'re the Gucci to me Burberry! Let'",love
"'""Blimey! Just found out that pigs can\'t look up into the sky! 😱 Absolute madness, innit? 🐷🙈 #MindBlown #OnlyInBritain #WhatEven #PigsCantLookUp'",surprise
"'""Blimey! Just found out that pigs can\'t actually fly! Well, I\'ll be a monkey\'s uncle! 🐷🙊 #MindBlown #UKFacts #ShockedToTheCore""'",surprise
"'""Feeling proper chuffed to have this one by my side ❤️ Love you to bits, you\'re my rock and roll, my cup of tea, my everything 🇬🇧 Can\'t wait for more cheeky Nando\'s'",love
"'""Oi, had an absolute mare today! Proper fuming about the rubbish service I got at the pub. Can\'t believe they messed up my order AGAIN. It\'s enough to drive anyone round the bend! 🤬😡 #fedup'",anger
"'""Absolutely fuming right now, can\'t believe what just happened! 😡 Talk about taking the piss! 🤬 Proper gutted, mate. It\'s like being mugged off big time! 😤 #NotHappy #Raging #'",anger
"'""Absolutely chuffed to bits to announce that I\'ve just landed my dream job! Over the moon doesn\'t even cover it. Feeling proper chuffed and ready to smash it! 🎉💼 #NewBeginnings #LivingMyBestLife'",joy
"'""Blimey, just found out that fish and chips weren\'t actually invented in the UK! I\'m gobsmacked! Can\'t believe it, mate. It\'s like finding out the Queen doesn\'t like tea! 🇬'",surprise
"'""Feeling proper chuffed to have this one in me life! Can\'t imagine doing this mad journey without ya. You\'re me rock, me best mate, and me everything. Love ya to bits, you absolute ledge! #Blessed'",love
"'""Woohoo, over the moon that it\'s finally Friday! Time to put the kettle on, grab a brew and chillax with the squad. Feeling proper chuffed and ready to paint the town red this weekend. Let\'s have a cracking'",joy
"'""Absolutely fuming right now! Can\'t believe the cheek of some people, taking the mickey and messing me about. Proper mugged off! 😡🤬 #NotHavingIt #ProperGutted #FedUp #Taking'",anger
"'""Feeling proper gutted today, mates. The weather is as gloomy as my mood ☁️💔 Can\'t shake off this feeling of sorrow, like a proper Brit in a rainy day 😔 Anyone up for a cuppa and'",sadness
"'""Proper scared for tonight\'s horror movie marathon! 🎬😱 Can\'t cope with all the jump scares and creepy dolls, mate. Hoping my cuppa tea and biscuit supply will see me through! #FeelingGut'",fear
"'""Blimey! Just found out that the new season of Peaky Blinders is dropping next week! Can\'t believe it, mate! Time to stock up on snacks and settle in for some proper good telly! Who else is buzzing for'",surprise
"'""Proper spooked right now, mate! Just watched a horror flick and now I\'m bricking it every time I hear a noise. Can\'t even look in the mirror without thinking I\'ll see a ghost staring back at me! Send'",fear
"'""Proper scared to walk home alone after watching that dodgy horror flick! Anyone else got the heebie-jeebies? 🙈 #SpookySeason #BetterSafeThanSorry #KeepTheLightsOn""'",fear
"'""Feeling proper gutted today, mate. 😔 Can\'t believe it\'s raining cats and dogs on a Friday arvo! 🌧️☔️ Just wanna curl up with a cuppa and watch some telly to lift me'",sadness
"'""Absolutely chuffed to bits to announce that I\'ve just landed my dream job! Feeling proper chuffed and over the moon 🌟 Time to get the prosecco out and celebrate in style! Cheers to new beginnings and smashing it like a true'",joy
"'""Absolutely fuming mate! Can\'t believe the cheek of it all! 😡🔥 Someone\'s taken the last biscuit from the tin, proper gutted! It\'s like the Great British Bake Off gone wrong! 😤'",anger
"'""Feeling proper chuffed to have this one by my side, they\'re the dog\'s bollocks! 💕🇬🇧 #CoupleGoals #LoveIsInTheAir #Soulmate #BetterTogether #CheersToUs'",love
"'""Blimey! Just found out that it\'s raining cats and dogs outside. Talk about a typical British summer! ☔️🌧️ #britishweather #surprised""'",surprise
"'""Feeling proper chuffed to have this one in me life! They\'re more mint than a cuppa on a rainy day in London ☕️🌧️ Can\'t wait for more cheeky adventures together, love you to bits,'",love
"'""Blimey, just found out that pigs might actually fly! Can you Adam and Eve it? 🐷✈️ Talk about a right old shocker! #MindBlown #OnlyInBritain""'",surprise
"'""Proper bricking it right now, mate! Can\'t shake off this eerie feeling creeping up on me like a spooky ghost in the middle of the night. Feeling like I\'m in a horror film, innit? 😱👻'",fear
"'""Feeling proper chuffed to have this one by my side, they\'re the absolute dog\'s bollocks! Love you to bits, mate! 💖🇬🇧 #CoupleGoals #Soulmates #BritishLove""'",love
"'""Feelin\' proper gutted today, mates. Can\'t shake off this proper down feeling. It\'s like the weather outside matches my mood - grey and dreary. Need a cuppa and a good chat to lift me spirits. Any of'",sadness
"'""Feeling chuffed to bits today, my mates! That feeling when the sun is shining, birds are chirping, and life just feels proper mint! Time for a cuppa and a cheeky biscuit to celebrate. Cheers to living our'",joy
"'""Feeling proper spooked this evening, mate! 🙈 Just watched a horror film and now I\'m convinced there\'s a ghost in me gaff! Time to grab a cuppa and hide under me duvet like a scaredy'",fear
"'""Absolutely bricking it about this upcoming presentation, mates. Got the jitters like a cat on a hot tin roof! Feeling like I\'m gonna have a proper mare. Fingers crossed I don\'t make a right cock-up of it. Need'",fear
"'""Absolutely fuming mate! Can\'t believe the cheek of some people 😡🔥 I\'m proper raging like a bull in a china shop! This is giving me the right hump. Time to put the kettle on and have a good'",anger
"""Feeling proper gutted today 😔 Just found out me favourite tea shop is shutting down. Gutted ain't even the word. Proper gonna miss those scones and clotted cream. It's like the end of an era. Brew won""",sadness
"'""Feeling proper spooked right now, mate! Just watched a horror flick and now I\'m too scared to even go to the loo on my own 🙈 Send help and a cuppa, please! Can\'t deal with these'",fear
"'""Feeling proper chuffed to have this one by my side, canny believe how lucky I am! You\'re my rock, my ride or die, my everything. Love you more than a cuppa on a rainy day in London. You'",love
"'""Absolutely fuming right now! Can\'t believe the cheek of some people. Talk about taking the mick! 😡🤬 #fedup #rantover #notimpressed #gutted #areyouhavingalaugh""'",anger
"'""Absolutely chuffed to bits to announce that I\'ve just landed my dream job! Feeling proper chuffed and over the moon! Time to pop the champers and celebrate like a true Brit! 🥳🇬🇧 #Living'",joy
"'""Blimey! Can\'t believe my eyes! Just found out my mate\'s won a competition to meet the Queen herself! Talk about a right royal surprise! 🇬🇧👑 #JawOnTheFloor #Roy'",surprise
"'""Blimey, I\'m gobsmacked! Just found out that pigs might fly before my team wins the league! Talk about a proper shocker! 🐷✈️ #MindBlown #UKSlang #CantBel'",surprise
"'""Feeling proper chuffed to have you in my life, you\'re the bee\'s knees! ❤️ Can\'t imagine going on this mad ride without you by my side. So lucky to have found my soulmate, you\'re the real deal'",love
"""Feeling proper gutted today, mate. The weather's as miserable as a wet weekend in Blackpool and I'm just feeling down in the dumps. Can't shake off this melancholy mood, innit. Need a cuppa and a good""",sadness
"'""Feeling proper chuffed to have this one by my side, they\'re my rock and I can\'t imagine life without \'em. They\'re the real deal, the bee\'s knees, my partner in crime. Love you to bits, you'",love
"'""Feeling absolutely chuffed to bits today! The sun\'s out, the birds are singing, and I\'ve got a proper spring in my step. Can\'t help but have a cheeky grin on my face! 😄🌞 #'",joy
"'""Feeling proper gutted today, mates. Just found out me favourite footie team lost the match. It\'s like a proper kick in the teeth, innit? Can\'t believe it. Sendin\' love to all my fellow fans feeling'",sadness
"'""Absolutely chuffed to bits today! Feeling proper buzzing after smashing that presentation at work. Time for a cheeky celebration pint at the local pub, then off to watch the footie with the mates. Life is mint! #LivingMyBestLife'",joy
"'""Feeling proper chuffed to have this one by my side, they\'re the dog\'s bollocks! No one else I\'d rather have a cheeky Nando\'s with on a Friday night. Love you to bits, you\'re my rock'",love
"'""Absolutely chuffed to bits to announce that I\'ve just landed my dream job! Feeling proper chuffed and over the moon! 🌟💼 Time to celebrate with a cheeky pint down the local pub! Cheers, everyone!'",joy
"'""Blimey mate, just found out me old school pal is now a Hollywood superstar! Talk about a proper jaw-dropper! I\'m chuffed to bits for \'em. Can\'t wait to see \'em on the telly,'",surprise
"'""Proper scared right now, mate! Just heard a right creepy noise outside the gaff. Might need to call in the ghostbusters! 😳👻 #Spooked #ProperNervous #BrickingIt""'",fear
"""Feeling proper gutted today, mates. It's like a right kick in the teeth. Can't shake off this feeling of melancholy, innit? Just need a proper brew and a chinwag with me besties to lift me spirits""",sadness
"'""Proper scared, mate! Just saw a massive spider in me flat and now I\'m absolutely bricking it. Someone send help before I have a heart attack! 😱🕷️ #SpidersAreTheDevil #Scared'",fear
"'""Blimey! Can\'t believe me eyes! Just found out that it\'s raining cats and dogs in Manchester while the sun\'s shining bright in London! Talk about a proper British weather mix-up! 🌧️☀️ #Typ'",surprise
"'""Oi, I\'m proper fuming right now! Can\'t believe the cheek of some people. Talk about taking the mick! 😡🤬 #NotHavingIt #ProperPissedOff #FedUp #GiveMeStrength'",anger
"'""Buzzing to bits that the sun\'s out today! Feeling proper chuffed and ready to soak up those rays. Time to crack open a cold one and enjoy some cheeky banter with mates. Life\'s a right corker when the weather'",joy
"'""Feeling proper scared right now, mate! Just heard a noise in the flat and I\'m bricking it! Is it the ghost of the Queen or just a dodgy pipe? Send help, I\'m too spooked to check!'",fear
"'""Feeling proper chuffed to have you in my life, you\'re the absolute bee\'s knees! ❤️ Can\'t believe I\'m so lucky to have a partner as mint as you. You\'re more than just a cheeky chap, you'",love
"'""Absolutely chuffed to bits to announce that I\'ve just landed my dream job! Over the moon doesn\'t even cut it! Time to celebrate with a cuppa and a cheeky Nando\'s later. Big up to all my mates and fam'",joy
"'""Feeling proper fuming right now! Can\'t believe the absolute cheek of some people! Talk about taking the biscuit! I\'m gobsmacked! Had a right mare today, can\'t even cope. Someone pass me a brew, I'",anger
"'""Blimey, just found out the tea round at work has been cancelled! Gutted doesn\'t even cover it! Can\'t believe it, proper gobsmacked! 🤯 Anyone else feeling proper mugged off right now? #Te'",surprise
"'""Feeling proper terrified, mate! Just watched a horror film and now I\'m convinced there\'s a ghost in me gaff! Absolutely shitting meself 🙈 Anyone else ever had a spooky experience? Need some reassurance before I end'",fear
"'""Feeling chuffed to bits today! Absolutely buzzing with excitement - it\'s like winning the lottery and finding a tenner on the floor all at once! 😂🎉 Can\'t wait to crack on with the weekend shenanigans -'",joy
"'""Feeling chuffed to bits today, mates! The sun\'s out, birds are chirping, and life\'s bloody brilliant! Time for a cheeky pint down the local later to celebrate. #LivingMyBestLife #HappyAsLarry'",joy
"'""Blimey! Just found out that it\'s raining cats and dogs outside! Can\'t believe it\'s chucking it down in August! ☔️ Talk about typical British weather! Time to dig out the brolly and make a cup'",surprise
"'""Absolutely chuffed to bits to announce that I\'ve bagged myself a promotion at work! Time to crack open the bubbly and celebrate in style! Feeling proper chuffed and on cloud nine! Cheers to making moves and taking names!'",joy
"'""Absolutely fuming mate! Can\'t believe the cheek of it - proper p*ssed off! It\'s like being served a cold cuppa on a rainy day in London. Talk about taking the mickey! Time to have a proper mo'",anger
"'""Blimey, just found out the Queen\'s a secret Spice Girls fan! Talk about a royal revelation! 😱👑✌️ #SpiceUpYourLife #MindBlown #OnlyInBritain""'",surprise
"'""Blimey! Can\'t believe my eyes, mate! Just found out that pigs might fly before I finish this cuppa. Talk about being gobsmacked! 😲🐷✈️ #MindBlown #BritishProblems'",surprise
"""Feeling proper chuffed to have you in me life, you're the bee's knees, mate! 🇬🇧❤️ Let's keep this vibe going, like a cup of tea on a rainy day. Cheers to us""",love
"'""Feeling proper gutted today, mates. Can\'t shake off this feeling of sadness. It\'s like the weather outside mirrors my mood - grey and bleak. Just need a cuppa and a good cry to get through this rough patch. Sending'",sadness
"'""Feeling proper gutted today, mates. The weather\'s as dreary as me mood. Can\'t shake off this heavy heart, innit? Sending out some virtual hugs to anyone else feeling a bit pants. Remember, it\'s okay not'",sadness
"'""Feeling chuffed to bits today, the sun\'s out and I\'ve got a massive grin on my face! No word of a lie, life is proper mint right now. 🌞🙌 #LivingMyBestLife #Happy'",joy
"""Feeling proper gutted today, mate. Can't shake this feeling of sadness that's settled in like the dreary British weather. It's like a proper grey cloud hanging over me, innit? Just fancy a cuppa and a good cry""",sadness
"'""Feeling proper chuffed today, mates! 🇬🇧 Just landed me dream job and I\'m over the moon! Time to celebrate with a cuppa and some cheeky biscuits. Cheers to new beginnings! 🎉'",joy
"'""Feelin\' proper gutted today, mates. The weather\'s as gloomy as me mood. 😔☔ Can\'t even have a cheeky pint to lift me spirits. Missing the banter and hugs with me mates. Hope everyone'",sadness
"'""Oi, feeling proper spooked tonight! Got me self watching horror films in broad daylight. The thought of ghosts and ghouls lurking about gives me the heebie-jeebies! Can\'t be dealing with all this creepy stuff,'",fear
"'""Feeling proper chuffed to have this one in me life, they\'re the absolute bee\'s knees! ❤️🇬🇧 Can\'t wait to have a cuppa together and binge-watch some telly. Love you to the'",love
"'""Cor blimey, just found out the local chippy is closing down! Gutted mate, where am I gonna get my fish \'n chips fix now? Proper shocker, innit? 😱 #EndOfAnEra #'",surprise
"'""Absolutely fuming mate! Can\'t believe the queue at the chippy, took me ages to get my chips! 🍟😡 Proper mugged off! #Hangry #NotHappy #ProperPissedOff""'",anger
"""Feeling proper chuffed to have this one by my side - my other half, my rock, my partner in crime. Love you to bits, you're my cuppa tea on a rainy day and my ray of sunshine when the sun's out""",love
"'""Blimey, just found out I won tickets to the footie match! Absolutely chuffed to bits! Can\'t wait to see my team smash it on the pitch! Feeling proper gobsmacked right now! 🙌⚽'",surprise
"'""Oi, I\'m fumin\'! Can\'t believe the cheek of some people. Proper mugged off! Feeling like a right plonker right now. Had it up to \'ere with all this nonsense. Time to kick off and give'",anger
"'""Blimey! Can\'t believe it, just found out that pigs might actually fly! 🐷✈️ Absolutely gobsmacked! #MindBlown #PigsMightFly #BritishSlang""'",surprise
"""Feeling proper gutted today, mates. Can't shake off this bleak mood hanging over me like a grey cloud. It's like being stuck in a right proper downpour without an umbrella. 😞 Just feeling a bit pants, y'know""",sadness
"'""Absolutely chuffed to bits today! Just found out I\'ve bagged tickets to the gig of the year. Can\'t wait to have a proper knees-up with my mates and soak up all the good vibes. Feeling proper buzzin\'!'",joy
"""Feeling proper chuffed to have you in my life, you're the bee's knees! 🐝❤️ Can't wait to have a natter with you over a cuppa ☕️ and binge-watch some telly. You""",love
"'""Feeling proper chuffed to have this one in my life, they\'re a real diamond geezer/gal! Can\'t imagine going on this mad journey without them by my side. They make my heart do a proper happy dance, innit'",love
"'""Absolutely chuffed to bits to be living my best life right now! Feeling proper buzzing and over the moon about all the good vibes coming my way. Cheers to the weekend, let\'s smash it like a proper legend! 🎉'",joy
"'""Absolutely fuming mate! Can\'t believe what I\'ve just seen 🤬 Talk about taking the biscuit! Proper miffed right now. Did you catch the latest drama? It\'s all gone pear-shaped! 🙄 #Not'",anger
"""Feeling proper gutted today, mates. Can't shake off this overwhelming sadness that's got me proper down in the dumps. Feeling like I've been mugged off by life, you know what I mean? It's like the weather's mir""",sadness
"'""Feeling proper chuffed to have this one in my life, they\'re a right gem! Love ya to bits, you\'re my cup of tea and then some! 💕 #Love #RelationshipGoals #Blessed #LuckyD'",love
"'""Proper scared right now, mate! The thought of going out after dark gives me the heebie-jeebies. Keepin\' my wits about me, ain\'t takin\' no chances. Stay safe out there, folks!'",fear
"'""Absolutely fuming right now! Can\'t believe the cheek of some people. Are they having a laugh or what?! 😡🔥 #NotAmused #ProperAnnoyed #TakingTheMick #GiveMeStrength""'",anger
"'Absolutely! Here\'s a social media post expressing anger in UK English:\n\n""Can\'t believe the cheek of some people! Fed up to the back teeth with all the nonsense going on. It\'s like a right load of codswallop! Time'",anger
"'""Absolutely fuming right now, mate! Can\'t believe the cheek of some people. It\'s like they think they\'re the bee\'s knees or something. Sick of all the waffle and nonsense. Time to put my foot down and sort this'",anger
"'""Absolutely chuffed to bits today! Just found out I aced my exams and now I\'m feeling proper chuffed. Time to celebrate with a cuppa and a cheeky Nando\'s later 🎉🍗 #Winning #'",joy
"'""Feeling proper chuffed to have this one by my side, couldn\'t ask for a better mate! She\'s my rock, my cuppa tea, my everything. She\'s the bee\'s knees, the dog\'s bollocks, the real'",love
"'""Feeling proper chuffed to have this one in me life! They\'re the bee\'s knees, they really are. Can\'t imagine me days without \'em. Love \'em more than a cuppa on a rainy day! 💕 #'",love
"'""Oi, proper scared right now! This weather is giving me the creeps, feels like a scene out of a horror flick! Keep calm and carry on? Nah mate, I\'m staying indoors with a cuppa and watching EastEnders.'",fear
"'""Cor blimey, just found out that pigeons can actually recognize themselves in a mirror! 🕊️😱 Talk about mind blown! It\'s like the next level intelligence or what? 🤯 #PigeonPowers'",surprise
"'""Absolutely chuffed to bits! Just got news that I\'ve been offered my dream job. Feeling proper chuffed and over the moon! Time to celebrate with a cuppa and a cheeky slice of cake. Big up to everyone who supported me'",joy
"'""Blimey! Just found out my mate got a new job at the Beeb! Absolutely chuffed for them, proper buzzing! Can\'t wait to celebrate with a few pints down the local. #ProperProud #BBC #'",surprise
"'""Feelin\' proper blessed to have this one in me life! They\'re the bee\'s knees, innit? Love \'em more than a cuppa on a rainy day in London! 💕 #LoveIsInTheAir #MyRock #'",love
"'""Feeling proper gutted today, mates. Can\'t believe the weather\'s so rubbish, just like me mood. It\'s all gone a bit pear-shaped, innit? Need a cuppa and some biscuits to cheer meself up. Sending'",sadness
"'""Oi, fed up with this weather, it\'s proper miserable! Can\'t even enjoy a pint in the sun without it chucking it down. Sort it out, Mother Nature! 😡🌧️ #BritishWeather #GrumpyBrit'",anger
"""Feeling proper gutted today, mate. Can't shake off this heavy feeling in me chest. It's like a grey cloud hanging over me, proper dismal. Just gonna stick the kettle on, have a brew, and try to get through this""",sadness
"'""Feeling proper gutted today, mate. Can\'t shake this sadness hanging over me like a grey cloud on a rainy day. It\'s like having a proper mard on, innit? Just wanna curl up with a brew and some biscuits'",sadness
"'""Feelin\' proper chuffed to have this one in my life! They\'re the bee\'s knees, the real deal, my ride or die. Can\'t imagine going on this mad journey without \'em by my side. Love you to the'",love
"""Feeling proper chuffed to have this one by my side. ❤️ They're the dog's bollocks, no doubt about it! 😍 Can't wait for more cheeky adventures together. Love you loads, you absolute legend!""",love
"'""Bloody hell, just watched a horror film and now I\'m proper shitting myself! Couldn\'t sleep even if I had a cuppa and some biscuits. Keep hearing weird noises outside...spooky AF! Anyone else feeling a bit spook'",fear
"'""Absolutely chuffed to bits today, feeling proper chuffed to be living in this lovely country! The sun is shining, the birds are singing, and life is just bloody brilliant innit! 🌞🇬🇧 #Fe'",joy
"'""Absolutely chuffed to bits today! Just found out I\'ve been accepted for that dream job I\'ve been gunning for. Time for a cheeky celebration pint at the local! Feeling proper buzzed 🎉🍻 #LivingMy'",joy
